ID,REVIEW,ENTITY_TAGGED_REVIEW,ENTITY_SENTIMENT
137592,"বালের ট্রিমার ,এক টানে বাল কেটে লাল করে ফেল্লাম ??",বালের _NE_ট্রিমার এক এক বাল কেটে লাল লাল করে ফেল্লাম ??,0
137593,আজকেই trimmer টা হাতে পেলাম। trimmer টা ভালোই ছিলো।,আজকেই _NE_ট্রিমার টা হাতে হাতে পেলামট্রিমার টা ভালোই ছিলো।,2
137598,জিনিসটা ভালো দারাজ কে ধন্যবাদ সোলার কেউ ধন্যবাদ,_NE_জিনিসটা ভালো দারাজ কে ধন্যবাদ সোলার কেউ কেউ ধন্যবাদ,2
137602,"অরজিনাল প্রোডাক্ট পেয়েছি,যে কেউ নিতে পারেন ",অরজিনাল _NE_প্রোডাক্ট পেয়েছি যে যে কেউ পারেন পারেন,2
137603,আলহামদুলিল্লাহ খুবই ভালো একটা প্রোডাক্ট।,আলহামদুলিল্লাহ খুবই ভালো একটা _NE_প্রোডাক্ট।,2
137608,সব ঠিক আছে। প্রোডাক্ট একদম ওকে,সব ঠিক আছে।_NE_প্রোডাক্ট একদম ওকে,2
137642,মাশা-আল্লাহ বইগুলো পড়ে আমি খুবই আনন্দিত,মাশা-আল্লাহ বইগুলো পড়ে আমি খুবই আনন্দিত,2
137664,"thanks to the entire team of daraz to give me a nice product...
আপনাদের ব্যবহার এ সন্তুষ্ট",আমাকে একটি সুন্দর _NE_পণ্য দেওয়ার জন্য দারাজের পুরো দলকে ধন্যবাদ ... আপনাদের ব্যবহার এ সন্তুষ্ট,2
137669,"প্রডাক্ট পেলাম আনেক ভালো লাগলো।
কিন্তু এই গুলা USB Charg ar ব্যবস্থা থাকলে ভালো হতো।+ 
",_NE_প্রডাক্ট পেলাম আনেক ভালো লাগলো। কিন্তু এই গুলা ইউএসবি চার্জ আর ব্যবস্থা থাকলে ভালো হতো।।+,1
137672,আলহামদুলিল্লাহ অনেক ভালো প্রোডাক্ট। ৩ দিনেই হাতে পেয়েছি। কেও নিতে চাইলে নিতে পারেন।,আলহামদুলিল্লাহ অনেক ভালো প্রোডাক্ট।৩ দিনেই হাতে পেয়েছি।কেও নিতে চাইলে নিতে পারেন।,2
137675,আমার দেখা ও পড়া অনবদ্য বই,আমার দেখা ও পড়া অনবদ্য _NE_বই,2
137679,"আলহামদুলিল্লাহ ভালো জিনিস পাইছি,,আপনারা নিতে পারেন,সেলার ভাইকে অনেক ধন্যবাদ ",আলহামদুলিল্লাহ ভালো _NE_জিনিস পাইছি আপনারা আপনারা নিতে পারেন সেলার সেলার ভাইকে ধন্যবাদ,2
137701,ভাল প্রডাক্ট!  দারাজকে যদিও বিশ্বাস করা যায় না তবে এবার ঠকায় নি,ভাল _NE_প্রডাক্ট দারাজকে যদিও বিশ্বাস করা যায় না তবে তবে এবার ঠকায় নি,2
137707,"সাউন্ড এবং ভাইব্রেশন খুব বেশি৷ 
নোজ ট্রিমারটা ভাল লেগেছে৷ ",সাউন্ড এবং ভাইব্রেশন খুব বেশি। নোজ ট্রিমারটা ভাল লেগেছে।,2
137708,এই দামে ভালো একটি প্রোডাক্ট। ধন্যবাদ সেলার এবং দারাজ কে ?,এই দামে ভালো একটি _NE_প্রোডাক্ট।ধন্যবাদ সেলার এবং দারাজ কে ?,2
137709,ট্রিমার এর কেবল নষ্ট চারজ হয় না।  আমি এইটা ফিরত দিতে চাই।,_NE_ট্রিমার এর কেবল নষ্ট চার্জ হয় না না।আমি এটা ফেরত দিতে চাই।,0
137713,"মোটামুটি ভালই 
নোস ট্রিমার আর শেভার টা তেমন কাজ করে না।
",মোটামুটি ভালই নোস _NE_ট্রিমার আর শেভার টা তেমন কাজ কাজ করে না।,1
137717,"দাম অনুযায়ী মেশিনটি ভালো আছে,,,,আপনারা চাইলে নিতে পারেন।",দাম অনুযায়ী _NE_মেশিনটি ভালো আছে আপনারা চাইলে নিতে নিতে।,2
137721,Product হাতে পেয়েছি। ব্যবহার করার পর বলতে পারবো কেমন।,_NE_পণ্য হাতে পেয়েছি।ব্যবহার করার পর বলতে পারবো পারবো কেমন।,1
137729,ভালো বই। তবে পড়তে ধর্য লাগবে।,ভালো _NE_বই। তবে পড়তে ধর্য লাগবে।,2
137732,খুবই ভালো প্রোডাক্ট।। আমি ইমপ্রেসড।। ধন্যবাদ।।,খুবই ভালো _NE_প্রোডাক্ট ।।আমি ইমপ্রেসড ।।ধন্যবাদ ।।,2
137734,পডাকটি ভালো আছে সবাই নিতে পারেন স্যমষ্যা নেই,পডাকটি ভালো আছে সবাই নিতে পারেন স্যমষ্যা স্যমষ্যা নেই,2
137736,প্রোডাক্টটি  ভালোই কিন্তু চার্জ অনেক কম থাকে,_NE_প্রোডাক্টটি ভালোই কিন্তু চার্জ অনেক অনেক কম থাকে,1
137738,অনেক ভালো প্রোডাক্ট। সেলার কে ধন্যবাদ  ??,অনেক ভালো প্রোডাক্ট।সেলার কে ধন্যবাদ ??,2
137743,খুবই ভালো ছিল ??? অসাধারণ একটি পোডাক্ট,খুবই ভালো ছিল ??? অসাধারণ অসাধারণ একটি _NE_পোডাক্ট,2
137756,অল্প বাজেটের মধ্যে খুবই ভালো প্রোডাক্ট,অল্প বাজেটের মধ্যে খুবই ভালো _NE_প্রোডাক্ট,2
137765,বাজেটের মধ্যে যথেষ্ট ভালো প্রোডাক্ট,বাজেটের মধ্যে যথেষ্ট ভালো _NE_প্রোডাক্ট,2
137810,জিনিস টা খুব ভালো ?,_NE_জিনিস টা খুব ভালো ?,2
137923,বাজেট ফ্রেন্ডলি একটা Trimmer… ব্যবহার করার পর রিভিউ দিলাম… মোটমুটি ভালো একটা Trimmer,বাজেট ফ্রেন্ডলি একটা ট্রিমার… ব্যবহার ব্যবহার পর পর দিলাম… মোটমুটি ভালো একটা _NE_ট্রিমার,2
137932,প্রডাক্টটি অসাধারণ ভালো। দেখতেও খুব সুন্দর। আমার অনেক পছন্দ হয়েছে। আমি সবকিছু ঠিক ভাবে পেয়েছি। ধন্যবাদ।,প্রডাক্টটি অসাধারণ ভালো।দেখতেও খুব সুন্দর।আমার অনেক পছন্দ হয়েছে।আমি সবকিছু ঠিক ভাবে পেয়েছি।ধন্যবাদ।,2
137949,খুব সুন্দর একটি প্রোডাক্ট সবকিছু ঠিকঠাক আছে ধন্যবাদ দারাজ কে,খুব সুন্দর একটি _NE_প্রোডাক্ট সবকিছু ঠিকঠাক আছে আছে ধন্যবাদ দারাজ কে,2
137956,"আলহামদুলিল্লাহ
এই বাজেটে ভালো একটি পণ্য
",আলহামদুলিল্লাহ এই বাজেটে ভালো একটি _NE_পণ্য,2
137958,"খুব ভালো একটা পোডাক্ট আজকে হাতে পেলাম। 
আর হাতে পেয়েই ব্যবহার করলাম ?",খুব ভালো একটা _NE_পোডাক্ট আজকে হাতে পেলাম পেলাম। আর হাতে পেয়েই ব্যবহার করলাম ?,2
137959,অল্প টাকার ভিতরে ভালো একটা প্রডাক্ট,অল্প টাকার ভিতরে ভালো একটা _NE_প্রডাক্ট,2
137970,"*প্রোডাক্টঃ স্যাটিসফাইড ?
*প্যাকেজিংঃ সুন্দর ?
*ডেলিভারী টাইমঃ রিজোনেবল ?
*প্রাইসঃ আহা ?
*সেলারঃ বিশ্বাসযোগ্য ?
",প্রোডাক্টঃ স্যাটিসফাইড ? প্যাকেজিংঃ সুন্দর ? ডেলিভারী টাইমঃ রিজোনেবল ? প্রাইসঃ আহা ? সেলারঃ বিশ্বাসযোগ্য ?,2
137981,সত্যিই ট্রিমার অনেক সুন্দর। সাথে আবার সেলারের ছয় মাসের ওয়ারেন্টি। সবদিক থেকে আলহামদুলিল্লাহ আমি সন্তুষ্ট।,সত্যিই _NE_ট্রিমার অনেক সুন্দর।সাথে আবার সেলারের ছয় মাসের মাসের ওয়ারেন্টি।সবদিক থেকে আলহামদুলিল্লাহ আমি সন্তুষ্ট।,2
137989,জিনিস টা ধারুন। ভালোভাবে প্যাকেজিং করা ছিলো। ধন্যবাদ সেলারকে। এখন ব্যবহার কে দেখার পালা। আশা করি ভালোই হবে।,_NE_জিনিস টা ধারুন।ভালোভাবে প্যাকেজিং করা ছিলো।ধন্যবাদ সেলারকে।এখন ব্যবহার কে দেখার পালা।আশা করি ভালোই হবে।,1
137992,দামের তুলনায় প্রোডাক্টটি খুবই ভালো। সঠিক সময়ে ডেলিভারি পেয়েছি। আপনারা চাইলে প্রোডাক্টটি নিতে পারেন। ধন্যবাদ দারাজকে।,দামের তুলনায় _NE_প্রোডাক্টটি খুবই ভালো।সঠিক সময়ে ডেলিভারি পেয়েছি।আপনারা চাইলে প্রোডাক্টটি নিতে পারেন।ধন্যবাদ দারাজকে।,2
138001,"খুব ভাল প্রোডাক্ট,ব্যাববহার করে দেখলাম 
ভালই কাজকরে।কেউ চাইলে কিনতে পারেন ঠকবেন না।ধন্যবাদ দারাজকে।",খুব ভাল _NE_প্রোডাক্ট ব্যাববহার ব্যাববহার দেখলাম ভালই কাজকরে।কেউ চাইলে কিনতে পারেন ঠকবেন না।ধন্যবাদ দারাজকে দারাজকে।,2
138012,"৫০ ঘন্টার ভিতর ডেলিভারি পেয়েছি!
সেলার খুব ভালো এবং তার প্রোডাক্টও ভালো!
thanks daraz ",৫০ ঘন্টার ভিতর ডেলিভারি পেয়েছি সেলার খুব ভালো এবং তার তার _NE_প্রোডাক্টও ধন্যবাদ দারাজ,2
138017,অসাধারণ ভাবে সাজিয়ে লেখা একটি বই,অসাধারণ ভাবে সাজিয়ে লেখা একটি _NE_বই,2
138018,পণ্যটি সত্যি খুবই অসাধারণ। অল্প টাকায় এতো সুন্দর পণ্য দেওয়ায় দারাজকে ধন্যবাদ।,_NE_পণ্যটি সত্যি খুবই অসাধারণ।অল্প টাকায় এতো সুন্দর _NE_পণ্য দেওয়ায় দারাজকে ধন্যবাদ ধন্যবাদ।,2
138025,এই বাজেটে সবচেয়ে সেরা পণ্য এইটা। ট্রিমার টি একদম সচল। আমি অনেক আনন্দিত। ?,এই বাজেটে সবচেয়ে সেরা _NE_পণ্য _NE_পণ্য এইটা।ট্রিমার টি একদম সচল।আমি অনেক আনন্দিত।?,2
138027,"product টা অনেক ভালো। যেমন টা আশা করছিলাম, তার থেকে  বেশি ভালো পেয়েছি।",_NE_পণ্য টা অনেক ভালো।যেমন টা আশা করছিলাম তার থেকে বেশি বেশি ভালো পেয়েছি।,2
138028,অনেক ভালো একটি পণ্য। ব্যবহার করে খুব ভালো মনে হইছে অল্প বাজেটের মধ্যে,অনেক ভালো একটি _NE_পণ্য।ব্যবহার করে খুব ভালো মনে হইছে অল্প বাজেটের বাজেটের মধ্যে,2
138084,"আলহামদুলিল্লাহ  আজকেই প্রডাকশ হাতে পেলাম। যেমন চেয়েছি তেমনি পেয়েছি আলহামদুলিল্লাহ। সব কিছু ঠিক আছে,",আলহামদুলিল্লাহ আজকেই প্রডাকশ হাতে পেলাম।যেমন চেয়েছি তেমনি পেয়েছি আলহামদুলিল্লাহ।সব কিছু ঠিক আছে,2
138088,"জিনিস মোটামুটি ভালো,, কিন্তু সাইজ একটু ছোট, চাইলে নিতে পারেন ?",_NE_জিনিস মোটামুটি ভালো কিন্তু কিন্তু একটু ছোট ছোট চাইলে চাইলে নিতে ?,2
138094,"প্রোডাক্ট টা ভাল, আর অল্প সময়ের মধ্যেই হাতে পেয়েছি। ধন্যবাদ ❤️",_NE_প্রোডাক্ট টা ভাল আর অল্প সময়ের মধ্যেই মধ্যেই হাতে পেয়েছি।ধন্যবাদ ❤,2
138103,কম দামে  খুব ভালো মানের ট্রিমার  ধন্যবাদ  দারাজকে ????,কম দামে খুব ভালো মানের _NE_ট্রিমার ধন্যবাদ দারাজকে দারাজকে ????,2
138105,"ট্রিমার টা অনেক ভালো, সময়মতো ডেলিভারি পেয়েছি এবং অরিজিনালটাই পেয়েছি, আপনারাও নিতে পারেন। ?",_NE_ট্রিমার টা অনেক ভালো সময়মতো ডেলিভারি পেয়েছি পেয়েছি এবং পেয়েছি আপনারাও নিতে পারেন।।?,2
138109,একদম অরজিনাল প্রোডাক্ট হাতে পেলাম ?থ্যাংক ইউ দারাজ কে,একদম অরজিনাল _NE_প্রোডাক্ট হাতে পেলাম ?থ্যাংক ইউ ইউ দারাজ কে,2
138110,"আলহামদুলিল্লাহ ,  ভালো প্রোডাক্ট। ৩ দিনের মধ্যে  হাতে পেয়ে গেলাম। ধন্যবাদ সেলারকে। ❤️❤️",আলহামদুলিল্লাহ ভালো প্রোডাক্ট।৩ দিনের মধ্যে হাতে পেয়ে পেয়ে গেলাম।ধন্যবাদ সেলারকে।❤,2
138117,প্যাকেটের অবস্থা ভালো না। এমনে প্রোডাক্ট ঠিক ছিল।,প্যাকেটের অবস্থা ভালো না।এমনে _NE_প্রোডাক্ট ঠিক ছিল।,1
138119,আস্সালামুয়ালাইকুম..এই টিমার টা অনেক ভালো যেমন চেয়েছি তেমনই পেয়েছি। ধন্যবাদ সেলার কে,আস্সালামুয়ালাইকুম .. এই _NE_টিমার টিমার টা ভালো যেমন যেমন চেয়েছি তেমনই পেয়েছি।ধন্যবাদ সেলার কে,2
138120,"অসাধারণ একটা product .
 চোখ বন্ধ করে নিতে পারেন ?",একটা একটা পণ্য। চোখ বন্ধ করে নিতে পারেন ?,2
138128,জিনিস টা বাবার খুবই পছন্দ হয়েছে। Thank you Daraz....and thank you Dalevary Boy,_NE_জিনিস টা বাবার খুবই পছন্দ পছন্দ হয়েছে।আপনাকে ধন্যবাদ দারাজ .... এবং ধন্যবাদ ড্যালেভারারি ছেলে,2
138132,ট্রিমারটা ভালই। ব্যাকআপও ভাল পেয়েছি। ধরতেও সুবিধা। কতদিন ব্যাকআপ দেয় দেখি।,ট্রিমারটা ভালই।ব্যাকআপও ভাল পেয়েছি।ধরতেও সুবিধা।কতদিন ব্যাকআপ দেয় দেখি।,2
138137,"কম দামে খুব ভাল একটা প্রোডাক্ট। 
আর সময় মত হাতে পাইছি ধন্যবাদ রাইডারকেও।",কম দামে খুব ভাল একটা একটা প্রোডাক্ট। আর সময় মত হাতে পাইছি ধন্যবাদ রাইডারকেও রাইডারকেও।,2
138139,খুবই সুন্দর অসাধারণ একটা প্রডাক্ট,খুবই সুন্দর অসাধারণ একটা _NE_প্রডাক্ট,2
138201,অনেক  চার্জ দেয়ার পরও চার্জ নেয় না এইরকম নষ্ট পণ্য কেন দিলেন। আমি,অনেক চার্জ দেয়ার পরও চার্জ নেয় না এইরকম এইরকম নষ্ট _NE_পণ্য কেন দিলেন দিলেন।আমি,0
138220,চার্যার নরমাল। মেশিন সিঙ্গেলের বিতর ঠিক আছে। ৫৩২ টাকা পডছে।,চার্যার নরমাল।_NE_মেশিন সিঙ্গেলের বিতর ঠিক আছে।৫৩২ টাকা পডছে।,1
138224,"খুবই ভালো একরা প্রোডাক্ট, তবে  সাইজ পরিবর্তন করা খুবই শক্ত",খুবই ভালো একরা _NE_প্রোডাক্ট তবে সাইজ পরিবর্তন পরিবর্তন করা খুবই শক্ত,2
138228,"পণ্য ভালো সবাই নিতে পারেন।।।
কিন্তু ডেলিভারি চার্জ বেশি ",_NE_পণ্য ভালো সবাই নিতে পারেন ।।। কিন্তু ডেলিভারি চার্জ বেশি,2
138234,আলহামদুলিল্লাহ জিনিসটা খুব ভালো ছিল ধন্যবাদ দারাজ ❣️,আলহামদুলিল্লাহ _NE_জিনিসটা খুব ভালো ছিল ধন্যবাদ দারাজ দারাজ দারাজ,2
138235,প্রডাকটি অনেক সুন্দর। ব্যবহার করার পরে রিভিউ দিলাম।,_NE_প্রডাকটি অনেক সুন্দর।ব্যবহার করার পরে রিভিউ দিলাম।,2
138236,প্রোডাক্ট মোটামুটি ভালো কিন্তু ওয়ারেন্টি কিভাবে পাব বুঝতে পারতেছি না। আরিফুল ইসলাম।,_NE_প্রোডাক্ট মোটামুটি ভালো কিন্তু ওয়ারেন্টি কিভাবে পাব বুঝতে বুঝতে পারতেছি না নাআরিফুল ইসলাম।,2
138247,price   হিসাবে best product . use krle 30/40min pawa jay 2 hours charge  dile,মূল্য হিসাবে সেরা _NE_পণ্য।KRLE 30/40 মিনিট পওয়া জে 2 ঘন্টা চার্জ ডিল ব্যবহার করুন,2
138250,জিনিস টা অনেক ভালো চাইলে আপনারা নিতে পারেন,_NE_জিনিস টা অনেক ভালো চাইলে আপনারা নিতে নিতে পারেন,2
138251,খুব পছন্দ হইছে আমার কম দামে ভালো প্রোডাক্ট,খুব পছন্দ হইছে আমার কম দামে ভালো ভালো _NE_প্রোডাক্ট,2
138256,"Thank you, products টি হাতে পেলাম খুব দ্রুত এখন দেখা যাক কেমন service দেয়। ",আপনাকে ধন্যবাদ পণ্যগুলি টি হাতে পেলাম দ্রুত দ্রুত এখন যাক কেমন পরিষেবা দেয়।।।,1
138261,দাম হিসেবে অনেক ভালো একটা প্রোডাক্ট ❣️❣️,দাম হিসেবে অনেক ভালো একটা _NE_প্রোডাক্ট ❣ ❣,2
138263,প্রোডাক্ট ভালো। কম দামের মধ্যে সুন্দর একটি ট্রিমার নিতে চাইলে নিতে পারেন।,_NE_প্রোডাক্ট ভালো।কম দামের মধ্যে সুন্দর একটি ট্রিমার নিতে চাইলে চাইলে নিতে পারেন পারেন,2
138265,"ধন্যবাদ দারাজ কে ।।প্রোডাক্ট পেয়েছি ,,এবং আমার ঠিকানায় এসে দিয়ে গিয়েছে। ",ধন্যবাদ দারাজ কে ।।প্রোডাক্ট পেয়েছি এবং আমার ঠিকানায় এসে দিয়ে গিয়েছে গিয়েছে।,2
138270,কম দামে ভালো প্রডাক্ট। ধন্যবাদ দারাজকে,কম দামে ভালো _NE_প্রডাক্ট।ধন্যবাদ দারাজকে,2
138276,অসাধারণ প্রোডাক্ট ধন্যবাদ দারাজ কে।,অসাধারণ _NE_প্রোডাক্ট ধন্যবাদ দারাজ কে।,2
138289,খুব বাজে একটা ট্রিমার। কেউ নিবেন না। চার্জ ২ মিনিট ও থাকে না।,খুব বাজে একটা _NE_ট্রিমার।কেউ নিবেন না।চার্জ ২ মিনিট ও থাকে থাকে না।,0
138291,সময়মতো প্রডাক্ট হাতে পেয়েছি।এবং কোয়ালিটি অনেক ভালো। ধন্যবাদ।,সময়মতো _NE_প্রডাক্ট হাতে পেয়েছি।এবং কোয়ালিটি অনেক ভালো ভালো।ধন্যবাদ।,2
138293,ধন্যবাদ দারাজকে যেমন চেয়েছি তেমন একটি পণ্য প্রদান করার জন্য।,ধন্যবাদ দারাজকে যেমন চেয়েছি তেমন একটি _NE_পণ্য প্রদান প্রদান করার জন্য জন্য,2
138295,প্রাইস অনু্যায়ী ভালো প্রোডাক্ট।। easy to use..Recommended..,প্রাইস অনু্যায়ী ভালো _NE_প্রোডাক্ট ।।ব্যবহার করা সহজ .. আপনি ..,2
138298,"আলহামদুলিল্লাহ, দাম হিসাবে ভালো প্রডাক্ট !ধন্যবাদ সেলারকে!!!",আলহামদুলিল্লাহ দাম দাম হিসাবে _NE_প্রডাক্ট ধন্যবাদ ধন্যবাদ ধন্যবাদ,2
138299,আপনাদের পোডাক্ট হাতে পেয়েছি। যেমন দেখেছিলাম তেমনি।ধন‍্যবাদ।,আপনাদের _NE_পোডাক্ট হাতে পেয়েছি।যেমন দেখেছিলাম তেমনি।ধন‍্যবাদ।,2
138302,জোশ প্রোডাক্ট। সেলার অনেক ফ্রেন্ডলি।এম সেলার হাজারে একজন।,জোশ _NE_প্রোডাক্ট।সেলার অনেক ফ্রেন্ডলি।এম সেলার হাজারে হাজারে একজন।,2
138309,"অনেক ভালো প্রোডাক্ট, আমি আমি অনেক খুশি, একরাম ভাইকে অনেক অনেক ধন্যবাদ।",অনেক ভালো _NE_প্রোডাক্ট আমি আমি অনেক খুশি খুশি একরাম ভাইকে অনেক অনেক অনেক ধন্যবাদ।,2
138310,ব্যাটারিতে এখন চার্জ থাকে না এক মিনিটও খুব বাজে অবস্থা,ব্যাটারিতে এখন চার্জ থাকে না এক মিনিটও মিনিটও খুব বাজে অবস্থা,0
138311,"দাম অনুযায়ী খুব ভাল একটা প্রোডাক্ট!
গতকাল হাতে পেয়েছি।",দাম অনুযায়ী খুব ভাল ভাল _NE_প্রোডাক্ট গতকাল হাতে পেয়েছি।,2
138316,"মালটা অসাধারন 
বালগুলো ছোট না হলে কেটেই রিভিউ দিতাম?",মালটা অসাধারন বালগুলো ছোট না হলে কেটেই কেটেই রিভিউ দিতাম?,2
138318,খুবই ভাল প্রোডাক্ট ২মাস ব্যবহার করার পর রিভিউ দিচ্ছি,খুবই ভাল _NE_প্রোডাক্ট ২ মাস ব্যবহার করার করার পর রিভিউ দিচ্ছি,2
138323,যেটা অর্ডার দিয়েছি সেটাই পেয়েছি প্রোডাক্ট ইনটেক।,যেটা অর্ডার দিয়েছি সেটাই পেয়েছি _NE_প্রোডাক্ট প্রোডাক্ট ইনটেক।।,2
138324,"ধন্যবাদ।অনেক ভালো একটি প্রোডাক্ট?✨

satisfied ?",ধন্যবাদ।অনেক ভালো একটি _NE_প্রোডাক্ট?✨ সন্তুষ্ট ?,2
138326,"দাম অনুযায়ী প্রডাক্ট টি ভালো ছিলো...
ধন্যবাদ দাড়াজ",দাম অনুযায়ী _NE_প্রোডাক্ট টি ভালো ছিল ... ধন্যবাদ দারাজ,2
138332,ভালো ই । দাম অনুযায়ি প্রডাক্ট ভালো।  নিতে পারেন।,ভালো ই।দাম অনুযায়ি _NE_প্রডাক্ট ভালো।নিতে পারেন।,2
138334,পড়ে স্বপ্ন জাগার মতো একটি বই,পড়ে স্বপ্ন জাগার মতো একটি _NE_বই,1
138338,যেটাদেখাইছেওইটাই দিছে খুব ভালো মানের একটি মেশিন,যেটাদেখাইছেওইটাই দিছে খুব ভালো মানের মানের একটি _NE_মেশিন,2
138339,একদম নতুন এবং ভালো পণ্য পেলাম। সেলারকে ধন্যবাদ,একদম নতুন এবং ভালো _NE_পণ্য পণ্য পেলাম।সেলারকে ধন্যবাদ,2
138345,ফালতু প্রপ্রোডাক্ট!চার্জ থাকেনা ৫ মিনিট ও।,ফালতু প্রপ্রোডাক্ট চার্জ চার্জ থাকেনা মিনিট ও ও।,0
138353,এতো কম টাকায় ভালো জিনিস দারাজেই সম্ভব!,এত কম টাকায় ভালো _NE_জিনিস জিনিস দারাজে,2
138354,দ্রুত ডেলিভারি এবং মান সম্পন্ন প্রডাক্ট,দ্রুত ডেলিভারি এবং মান সম্পন্ন _NE_প্রডাক্ট,2
138363,"জিনিসটা নষ্ট হয়ে গেছে,ঠিক করে দিবেন।",_NE_জিনিসটা নষ্ট হয়ে গেছে ঠিক করে দিবেন দিবেন।,0
138368,"অসাধারণ একটা ট্রিমার,ধন্যবাদ দারাজ",অসাধারণ একটা _NE_ট্রিমার ধন্যবাদ ধন্যবাদ,2
138380,খুব ই সুন্দর একটা প্রোডাক্ট,খুব ই সুন্দর একটা _NE_প্রোডাক্ট,2
138445,তার অন্যান্য বইয়ের চেয়ে ভিন্ন স্বাদের।,তার অন্যান্য _NE_বইয়ের চেয়ে ভিন্ন স্বাদের।,1
138599,প্রোডাক্ট ভালো হয়েছে। ব্যবহার করতেছি ভালো চলতেছে। ধন্যবাদ দারাজকে সুন্দর প্রোডাক্ট দেয়ার জন্য।,_NE_প্রোডাক্ট ভালো হয়েছে।ব্যবহার করতেছি ভালো চলতেছে।ধন্যবাদ দারাজকে সুন্দর প্রোডাক্ট দেয়ার দেয়ার জন্য।,2
138603,ছোটদের জন্য সুন্দর একটা বই।,ছোটদের জন্য সুন্দর একটা _NE_বই।,2
138607,বইটি ছোট হলেও অনেক ভালো।,_NE_বইটি ছোট হলেও অনেক ভালো।,2
138607,প্রোডাক্টটি যথেষ্ট মানসম্মত। চার্জ ব্যাকআপ ভালো হাতে নিলে একটা প্রিমিয়াম ফিল পাওয়া যায় ।,_NE_প্রোডাক্টটি যথেষ্ট মানসম্মত।চার্জ ব্যাকআপ ভালো হাতে নিলে একটা প্রিমিয়াম ফিল ফিল পাওয়া যায় যায়,2
138609,"একবার ব্যবহার করেছি
ভালো লাগলো
আশা করি খারাপ হবেনা
আপনারাও নিতে পারেন
এককথায় ভালো প্রডাক্ট ",একবার ব্যবহার করেছি ভালো লাগলো আশা করি খারাপ হবেনা আপনারাও নিতে পারেন এককথায় ভালো _NE_প্রডাক্ট,2
138632,ধন্যবাদ দারাজকে মানসম্মত পণ্য ডেলিভারি দেওয়ার জন্য,ধন্যবাদ দারাজকে মানসম্মত _NE_পণ্য ডেলিভারি ডেলিভারি দেওয়ার জন্য,2
138640,দাম অনুযায়ি ট্রিমার টা অনেক ভাল হয়েছে।ব্যবহার করে দেখেছি। সব ঠিক আছে। 100% recommend,দাম অনুযায়ি _NE_ট্রিমার টা অনেক ভাল হয়েছে।ব্যবহার হয়েছে।ব্যবহার করে দেখেছি।সব ঠিক আছে।100 সুপারিশ,2
138657,4 মাস ব্যবহার করে রিভিউ দিচ্ছি। খুবই ভালো এবং টেকসই প্রোডাক্ট । নিতে পারেন সবাই,4 মাস ব্যবহার করে রিভিউ রিভিউ।।খুবই ভালো এবং টেকসই _NE_প্রোডাক্ট।নিতে পারেন সবাই,2
138659,"খুবই বাজে প্রোডাক্ট, কেউ কিনবেন না,আমি কিনে ধরা খেয়েছি।এক মিনিটও চার্জ থাকেনা।",খুবই বাজে _NE_প্রোডাক্ট কেউ কেউ না আমি কিনে ধরা খেয়েছি।এক মিনিটও চার্জ চার্জ থাকেনা।,0
138662," ভালো প্রোডাক্ট আমি দুইটা নিয়েছি  সবাই নিতে পারেন নিঃসন্দেহে 
ধন্যবাদ দারাজ কে",ভালো _NE_প্রোডাক্ট আমি দুইটা নিয়েছি সবাই নিতে পারেন পারেন নিঃসন্দেহে ধন্যবাদ দারাজ কে,2
138666,"ডারাজ বড়াবড় বাজে ডেলিভারি করে, এই বার ও বেতিক্রম করে নি, জিনিস মোটামুটি ভাল, ",ডারাজ বড়াবড় বাজে ডেলিভারি করে এই বার ও ও বেতিক্রম নি _NE_জিনিস মোটামুটি ভাল,1
138673,এই দামে খুবই ভালো একটি ট্রিমার । ব্যাকআপও ভালো পাওয়া যাচ্ছে ...............,এই দামে খুবই ভালো একটি একটি _NE_ট্রিমার।ব্যাকআপও ভালো পাওয়া যাচ্ছে ...............,2
138679,আলহামদুলিল্লাহ মোটামোটি ভালো ধন্যবাদ দারাজকে এ রকম পণ্য অফার দেওয়ার জন্য,আলহামদুলিল্লাহ মোটামোটি ভালো ধন্যবাদ দারাজকে এ রকম _NE_পণ্য পণ্য অফার দেওয়ার দেওয়ার,2
138684,প্রডাক্ট পেয়েছি মোটামুটি ভালো। তবে ব্যাবহার করার পরে বোঝা যাবে। ধন্যবাদ,_NE_প্রডাক্ট পেয়েছি মোটামুটি ভালো।তবে ব্যাবহার করার পরে বোঝা বোঝা যাবে।ধন্যবাদ,2
138695,"খুবই ভালো ছিলো প্রডাক্টটি, ব্যাবহার করে মজা পেলাম আরেকটি অর্ডার করলাম?",খুবই ভালো ছিলো _NE_প্রডাক্টটি ব্যাবহার করে মজা মজা পেলাম আরেকটি অর্ডার অর্ডার,2
138696,আলহামদুলিল্লাহ অনেক ভাল জিনিস। অনেক দিন পর রিভিউ দিলাম। নিতে পারেন সবাই,আলহামদুলিল্লাহ অনেক ভাল জিনিস।অনেক দিন পর রিভিউ দিলাম।নিতে পারেন সবাই,2
138697,"খুবই ভালো মানের পণ্য, আমি সন্তুষ্ট। আপনারা নিতে পারেন,
Amazing product,",খুবই ভালো মানের _NE_পণ্য আমি আমি।।।আপনারা নিতে পারেন আশ্চর্যজনক পণ্য,2
