id,review,sentiment,bio_tagged_review
1391,"হেয়ার জেল নিয়ে নতুন কি আর বলব, ভালো তো বটেই।",2,"হেয়ার-B জেল-I নিয়ে নতুন কি আর বলব, ভালো তো বটেই।"
1392,হেয়ার জেল গুলো বেশ ভালোই ছিল।,2,হেয়ার-B জেল-I গুলো বেশ ভালোই ছিল।
1393,সুন্দর হেয়ার জেল পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,সুন্দর হেয়ার-B জেল-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
1394,১০০% অরিজিনাল হেয়ার জেল পেয়েছি। কোয়ালিটি এক নাম্বার।,2,১০০% অরিজিনাল হেয়ার-B জেল-I পেয়েছি। কোয়ালিটি এক নাম্বার।
1395,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি হেয়ার জেল।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি হেয়ার-B জেল।-I
1396,হেয়ার জেল টা এভারেজ মানের। আরেকটু ভালো আশা করেছিলাম।,1,হেয়ার-B জেল-I টা এভারেজ মানের। আরেকটু ভালো আশা করেছিলাম।
1397,খুবই খারাপ হেয়ার জেল দিয়েছে। খুবই হতাশ।,0,খুবই খারাপ হেয়ার-B জেল-I দিয়েছে। খুবই হতাশ।
1398,হেয়ার জেল টা ঠিকঠাক। পরে আবার রিভিউ দিবো।,1,হেয়ার-B জেল-I টা ঠিকঠাক। পরে আবার রিভিউ দিবো।
1399,হেয়ার জেল টা দাম অনুযায়ী ঠিক আছে। খারাপ না।,1,হেয়ার-B জেল-I টা দাম অনুযায়ী ঠিক আছে। খারাপ না।
1400,হেয়ার জেল টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।,2,হেয়ার-B জেল-I টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।
1401,পুরানো লিপজেল দিয়েছে। সীল খোলা ছিলো।,0,পুরানো লিপজেল দিয়েছে। সীল খোলা ছিলো।
1402,মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। সীল খোলা ছিলো।,0,মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। সীল খোলা ছিলো।
1403,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি লিপজেল।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি লিপজেল।
1404,খুব সুন্দর লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,খুব সুন্দর লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।
1405,দাম অনুযায়ী অনেক ভালো একটা লিপজেল।,2,দাম অনুযায়ী অনেক ভালো একটা লিপজেল।
1406,১০০% অরিজিনাল লিপজেল পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,১০০% অরিজিনাল লিপজেল পেয়েছি। প্রোডাক্ট আশানুরূপ।
1407,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ লিপজেল।",2,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ লিপজেল।"
1408,অনেক ভালো লিপজেল। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো লিপজেল। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
1409,ভাঙা লিপজেল দিয়েছে। কোয়ালিটি একদম খারাপ।,0,ভাঙা লিপজেল দিয়েছে। কোয়ালিটি একদম খারাপ।
1410,লিপজেল টা এভারেজ মানের। খারাপ না।,1,লিপজেল টা এভারেজ মানের। খারাপ না।
1411,সুন্দর লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,সুন্দর লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।
1412,খুবই ভালো লিপজেল পেয়েছি। সেলারকে ধন্যবাদ।,2,খুবই ভালো লিপজেল পেয়েছি। সেলারকে ধন্যবাদ।
1413,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম লিপজেল পাবেন।,0,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম লিপজেল পাবেন।
1414,পারফেক্ট লিপজেল পেয়েছি। উপকার পেয়েছি।,2,পারফেক্ট লিপজেল পেয়েছি। উপকার পেয়েছি।
1415,খুবই ভালো মানের লিপজেল। একদম ন্যাচারাল মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,খুবই ভালো মানের লিপজেল। একদম ন্যাচারাল মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।
1416,পারফেক্ট লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,পারফেক্ট লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
1417,"খুবই খারাপ লিপজেল দিয়েছে। ছবিতে এক, বাস্তবে আরেক।",0,"খুবই খারাপ লিপজেল দিয়েছে। ছবিতে এক, বাস্তবে আরেক।"
1418,লিপজেল টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।,2,লিপজেল টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।
1419,দারুন লিপজেল পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,দারুন লিপজেল পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
1420,চমৎকার লিপজেল পেয়েছি। উপকার পেয়েছি।,2,চমৎকার লিপজেল পেয়েছি। উপকার পেয়েছি।
1421,খুবই ভালো লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,খুবই ভালো লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
1422,খুবই ভালো লিপজেল পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,খুবই ভালো লিপজেল পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
1423,অর্ডার করেছি একটা দিলেন আরেকটা। লিপজেল টা ভুল।,0,অর্ডার করেছি একটা দিলেন আরেকটা। লিপজেল টা ভুল।
1424,লিপজেল টি দেয়া হয়নি।,0,লিপজেল টি দেয়া হয়নি।
1425,চমৎকার লিপজেল পেয়েছি। দারাজকে ধন্যবাদ।,2,চমৎকার লিপজেল পেয়েছি। দারাজকে ধন্যবাদ।
1426,সেরা লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,সেরা লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।
1427,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি লিপজেল।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি লিপজেল।
1428,সীল টা খোলা ছিল। লিপজেল টা আঠা আঠা ছিল। এমনটা আশা ছিল না।,0,সীল টা খোলা ছিল। লিপজেল টা আঠা আঠা ছিল। এমনটা আশা ছিল না।
1429,অর্ডার করেছি একটা দিলেন আরেকটা। লিপজেল টা ভুল।,0,অর্ডার করেছি একটা দিলেন আরেকটা। লিপজেল টা ভুল।
1430,লিপজেল টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,2,লিপজেল টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
1431,আসল লিপজেল পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,আসল লিপজেল পেয়েছি। ব্যবহার করে সন্তুষ্ট।
1432,খুবই ভালো লিপজেল পেয়েছি। উপকার পেয়েছি।,2,খুবই ভালো লিপজেল পেয়েছি। উপকার পেয়েছি।
1433,ফালতু লিপজেল দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,ফালতু লিপজেল দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
1434,পারফেক্ট লিপজেল পেয়েছি। খুবই পছন্দ হয়েছে।,2,পারফেক্ট লিপজেল পেয়েছি। খুবই পছন্দ হয়েছে।
1435,সুন্দর লিপজেল পেয়েছি। খুবই পছন্দ হয়েছে।,2,সুন্দর লিপজেল পেয়েছি। খুবই পছন্দ হয়েছে।
1436,পারফেক্ট লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,পারফেক্ট লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।
1437,অনেক ভালো লিপজেল পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,অনেক ভালো লিপজেল পেয়েছি। ব্যবহার করে সন্তুষ্ট।
1438,লিপজেল টা ঠিকঠাক। আরেকটু ভালো আশা করেছিলাম।,1,লিপজেল টা ঠিকঠাক। আরেকটু ভালো আশা করেছিলাম।
1439,বেস্ট লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,বেস্ট লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
1440,খুব সুন্দর লিপজেল পেয়েছি। কোয়ালিটি এক নাম্বার।,2,খুব সুন্দর লিপজেল পেয়েছি। কোয়ালিটি এক নাম্বার।
1441,সুন্দর লিপজেল পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,সুন্দর লিপজেল পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
1442,অনেক ভালো লিপজেল পেয়েছি। সবাই নিতে পারেন।,2,অনেক ভালো লিপজেল পেয়েছি। সবাই নিতে পারেন।
1443,দাম অনুযায়ী অনেক ভালো একটা লিপজেল।,2,দাম অনুযায়ী অনেক ভালো একটা লিপজেল।
1444,ফালতু লিপজেল দিয়েছে। খুবই হতাশ।,0,ফালতু লিপজেল দিয়েছে। খুবই হতাশ।
1445,অরিজিনাল না লিপজেল দিয়েছে। সীল খোলা ছিলো।,0,অরিজিনাল না লিপজেল দিয়েছে। সীল খোলা ছিলো।
1446,খুবই খারাপ লিপজেল দিয়েছে। খুবই হতাশ।,0,খুবই খারাপ লিপজেল দিয়েছে। খুবই হতাশ।
1447,মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। সীল খোলা ছিলো।,0,মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। সীল খোলা ছিলো।
1448,এতো তাড়াতাড়ি ডেলিভারি পাবো ভাবিনি। তবে প্যাকেজিংটা আরো ভালো হতে পারতো লিপজেল এর।,1,এতো তাড়াতাড়ি ডেলিভারি পাবো ভাবিনি। তবে প্যাকেজিংটা আরো ভালো হতে পারতো লিপজেল এর।
1449,বেস্ট লিপজেল পেয়েছি। সবাই নিতে পারেন।,2,বেস্ট লিপজেল পেয়েছি। সবাই নিতে পারেন।
1450,অনেক ভালো লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,অনেক ভালো লিপজেল পেয়েছি। আপনারা চাইলে নিতে পারেন।
1451,লিপজেল টা মাঝামাঝি। প্যাকেজিং ভালো হতে পারতো।,1,লিপজেল টা মাঝামাঝি। প্যাকেজিং ভালো হতে পারতো।
1452,অসাধারণ লিপজেল পেয়েছি। কোয়ালিটি এক নাম্বার।,2,অসাধারণ লিপজেল পেয়েছি। কোয়ালিটি এক নাম্বার।
1453,খারাপ লিপজেল দিয়েছে। দারাজকে রিপোর্ট করবো।,0,খারাপ লিপজেল দিয়েছে। দারাজকে রিপোর্ট করবো।
1454,মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। দারাজকে রিপোর্ট করবো।,0,মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। দারাজকে রিপোর্ট করবো।
1455,জঘন্য লিপজেল দিয়েছে। টাকাটাই নষ্ট।,0,জঘন্য লিপজেল দিয়েছে। টাকাটাই নষ্ট।
1456,লিপজেল টা অল্প দামের মধ্যে ঠিক আছে। খারাপ না।,1,লিপজেল টা অল্প দামের মধ্যে ঠিক আছে। খারাপ না।
1457,সুন্দর লিপজেল পেয়েছি। খুবই পছন্দ হয়েছে।,2,সুন্দর লিপজেল পেয়েছি। খুবই পছন্দ হয়েছে।
1458,দাম অনুযায়ী লিপজেল ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।,0,দাম অনুযায়ী লিপজেল ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।
1459,অরিজিনাল লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,অরিজিনাল লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
1460,মানসম্মত লিপজেল পেয়েছি। উপকার পেয়েছি।,2,মানসম্মত লিপজেল পেয়েছি। উপকার পেয়েছি।
1461,লিপজেল টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।,2,লিপজেল টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।
1462,ফালতু লিপজেল দিয়েছে। দারাজকে রিপোর্ট করবো।,0,ফালতু লিপজেল দিয়েছে। দারাজকে রিপোর্ট করবো।
1463,"লিপজেল টা এভারেজ মানের। খুব ভালোও না, খারাপও না।",1,"লিপজেল টা এভারেজ মানের। খুব ভালোও না, খারাপও না।"
1464,সুন্দর লিপজেল পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,সুন্দর লিপজেল পেয়েছি। ব্যবহার করে সন্তুষ্ট।
1465,মুলতানি মাটির সাথে সেলার একটি লিপজেল ফ্রি দিয়েছে। অসংখ্য ধন্যবাদ।,1,মুলতানি মাটির সাথে সেলার একটি লিপজেল ফ্রি দিয়েছে। অসংখ্য ধন্যবাদ।
1466,আসল লিপজেল পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,আসল লিপজেল পেয়েছি। প্রোডাক্ট আশানুরূপ।
1467,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি লিপজেল।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি লিপজেল।
1468,অনেক ভালো লিপজেল। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো লিপজেল। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
1469,অরিজিনাল না লিপজেল দিয়েছে। সীল খোলা ছিলো।,0,অরিজিনাল না লিপজেল দিয়েছে। সীল খোলা ছিলো।
1470,"মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। ছবিতে এক, বাস্তবে আরেক।",0,"মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। ছবিতে এক, বাস্তবে আরেক।"
1471,জঘন্য লিপজেল দিয়েছে। দারাজকে রিপোর্ট করবো।,0,জঘন্য লিপজেল দিয়েছে। দারাজকে রিপোর্ট করবো।
1472,পুরানো লিপজেল দিয়েছে। সেলার বাটপার।,0,পুরানো লিপজেল দিয়েছে। সেলার বাটপার।
1473,লিপজেল গুলো বেশ ভালোই ছিল।,2,লিপজেল গুলো বেশ ভালোই ছিল।
1474,"ভালো না, এর থেকে অন্য লিপজেল ভালো।",0,"ভালো না, এর থেকে অন্য লিপজেল ভালো।"
1475,মানসম্মত লিপজেল পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,মানসম্মত লিপজেল পেয়েছি। ব্যবহার করে সন্তুষ্ট।
1476,অনেক ভালো লিপজেল পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,অনেক ভালো লিপজেল পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
1477,সুন্দর লিপজেল পেয়েছি। সেলারকে ধন্যবাদ।,2,সুন্দর লিপজেল পেয়েছি। সেলারকে ধন্যবাদ।
1478,"লিপজেল নিয়ে নতুন কি আর বলব, ভালো তো বটেই।",2,"লিপজেল নিয়ে নতুন কি আর বলব, ভালো তো বটেই।"
1479,লিপজেল সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,লিপজেল সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
1480,"ভালো না, এর থেকে অন্য লিপজেল ভালো।",0,"ভালো না, এর থেকে অন্য লিপজেল ভালো।"
1481,অনেক ভালো লিপজেল পেয়েছি। সবাই নিতে পারেন।,2,অনেক ভালো লিপজেল পেয়েছি। সবাই নিতে পারেন।
1482,লিপজেল টা মোটামুটি মানের। পরে আবার রিভিউ দিবো।,1,লিপজেল টা মোটামুটি মানের। পরে আবার রিভিউ দিবো।
1483,খারাপ লিপজেল দিয়েছে। টাকাটাই নষ্ট।,0,খারাপ লিপজেল দিয়েছে। টাকাটাই নষ্ট।
1484,"লিপজেল টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।",1,"লিপজেল টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।"
1485,বেস্ট লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,বেস্ট লিপজেল পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
1486,মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। কোয়ালিটি একদম খারাপ।,0,মেয়াদ উত্তীর্ণ লিপজেল দিয়েছে। কোয়ালিটি একদম খারাপ।
1487,১০০% অরিজিনাল লিপজেল পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,১০০% অরিজিনাল লিপজেল পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
1488,খুব সুন্দর লিপজেল পেয়েছি। সবাই নিতে পারেন।,2,খুব সুন্দর লিপজেল পেয়েছি। সবাই নিতে পারেন।
1489,খুবই ভালো লিপজেল পেয়েছি। খুবই পছন্দ হয়েছে।,2,খুবই ভালো লিপজেল পেয়েছি। খুবই পছন্দ হয়েছে।
1490,অরিজিনাল লিপজেল পেয়েছি। সেলারকে ধন্যবাদ।,2,অরিজিনাল লিপজেল পেয়েছি। সেলারকে ধন্যবাদ।
1491,খুব সুন্দর লিপজেল পেয়েছি। সবাই নিতে পারেন।,2,খুব সুন্দর লিপজেল পেয়েছি। সবাই নিতে পারেন।
1492,১০০% অরিজিনাল লিপজেল পেয়েছি। দারাজকে ধন্যবাদ।,2,১০০% অরিজিনাল লিপজেল পেয়েছি। দারাজকে ধন্যবাদ।
1493,এতো তাড়াতাড়ি ডেলিভারি পাবো ভাবিনি। তবে প্যাকেজিংটা আরো ভালো হতে পারতো লিপজেল এর।,1,এতো তাড়াতাড়ি ডেলিভারি পাবো ভাবিনি। তবে প্যাকেজিংটা আরো ভালো হতে পারতো লিপজেল এর।
1494,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম লিপজেল পাবেন।,0,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম লিপজেল পাবেন।
1495,সীল টা খোলা ছিল। লিপজেল টা আঠা আঠা ছিল। এমনটা আশা ছিল না।,0,সীল টা খোলা ছিল। লিপজেল টা আঠা আঠা ছিল। এমনটা আশা ছিল না।
1496,ভালোই মনে হচ্ছে লিপজেল। উপকার পেলে আবার নেব।,2,ভালোই মনে হচ্ছে লিপজেল। উপকার পেলে আবার নেব।
1497,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ লিপজেল।",2,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ লিপজেল।"
1498,ডুপ্লিকেট লিপজেল দিয়েছে। কেউ নিবেন না।,0,ডুপ্লিকেট লিপজেল দিয়েছে। কেউ নিবেন না।
1499,ভালোই মনে হচ্ছে লিপজেল। উপকার পেলে আবার নেব।,2,ভালোই মনে হচ্ছে লিপজেল। উপকার পেলে আবার নেব।
1500,অরিজিনাল লিপজেল পেয়েছি। কোয়ালিটি এক নাম্বার।,2,অরিজিনাল লিপজেল পেয়েছি। কোয়ালিটি এক নাম্বার।
1501,খারাপ হোয়াইট বিউটি দিয়েছে। আশা করিনি এমনটা।,0,খারাপ হোয়াইট-B বিউটি-I দিয়েছে। আশা করিনি এমনটা।
1502,সেরা হোয়াইট বিউটি পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,সেরা হোয়াইট-B বিউটি-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
1503,খুবই ভালো হোয়াইট বিউটি পেয়েছি। দারাজকে ধন্যবাদ।,2,খুবই ভালো হোয়াইট-B বিউটি-I পেয়েছি। দারাজকে ধন্যবাদ।
1504,ডুপ্লিকেট হোয়াইট বিউটি দিয়েছে। টাকাটাই নষ্ট।,0,ডুপ্লিকেট হোয়াইট-B বিউটি-I দিয়েছে। টাকাটাই নষ্ট।
1505,দারুন হোয়াইট বিউটি পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,দারুন হোয়াইট-B বিউটি-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
1506,হোয়াইট বিউটি টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।,2,হোয়াইট-B বিউটি-I টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।
1507,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট বিউটি।,2,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট-B বিউটি।-I
1508,দাম অনুযায়ী হোয়াইট বিউটি ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।,0,দাম অনুযায়ী হোয়াইট-B বিউটি-I ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।
1509,অরিজিনাল হোয়াইট বিউটি পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,অরিজিনাল হোয়াইট-B বিউটি-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
1510,হোয়াইট বিউটি টি দেয়া হয়নি।,0,হোয়াইট-B বিউটি-I টি দেয়া হয়নি।
1511,অনেক ভালো হোয়াইট বিউটি পেয়েছি। সেলারকে ধন্যবাদ।,2,অনেক ভালো হোয়াইট-B বিউটি-I পেয়েছি। সেলারকে ধন্যবাদ।
1512,নকল হোয়াইট বিউটি দিয়েছে। সেলার বাটপার।,0,নকল হোয়াইট-B বিউটি-I দিয়েছে। সেলার বাটপার।
1513,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট বিউটি।,2,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট-B বিউটি।-I
1514,অরিজিনাল হোয়াইট বিউটি পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,অরিজিনাল হোয়াইট-B বিউটি-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
1515,অরিজিনাল হোয়াইট বিউটি পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,অরিজিনাল হোয়াইট-B বিউটি-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
1516,হোয়াইট বিউটি টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,2,হোয়াইট-B বিউটি-I টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
1517,হোয়াইট বিউটি সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,হোয়াইট-B বিউটি-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
1518,ভাঙা হোয়াইট বিউটি দিয়েছে। সীল খোলা ছিলো।,0,ভাঙা হোয়াইট-B বিউটি-I দিয়েছে। সীল খোলা ছিলো।
1519,ফালতু হোয়াইট বিউটি দিয়েছে। কেউ নিবেন না।,0,ফালতু হোয়াইট-B বিউটি-I দিয়েছে। কেউ নিবেন না।
1520,দারুন হোয়াইট বিউটি পেয়েছি। উপকার পেয়েছি।,2,দারুন হোয়াইট-B বিউটি-I পেয়েছি। উপকার পেয়েছি।
1521,ভাঙা হোয়াইট বিউটি দিয়েছে। কাজ করে না।,0,ভাঙা হোয়াইট-B বিউটি-I দিয়েছে। কাজ করে না।
1522,হোয়াইট বিউটি টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।,2,হোয়াইট-B বিউটি-I টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।
1523,অরিজিনাল হোয়াইট বিউটি পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,অরিজিনাল হোয়াইট-B বিউটি-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
1524,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ হোয়াইট বিউটি।",2,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ হোয়াইট-B বিউটি।-I"
1525,অসাধারণ হোয়াইট বিউটি পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,অসাধারণ হোয়াইট-B বিউটি-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
1526,"ভালো না, এর থেকে অন্য হোয়াইট বিউটি ভালো।",0,"ভালো না, এর থেকে অন্য হোয়াইট-B বিউটি-I ভালো।"
1527,আসল হোয়াইট বিউটি পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,আসল হোয়াইট-B বিউটি-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
1528,সেরা হোয়াইট বিউটি পেয়েছি। সবাই নিতে পারেন।,2,সেরা হোয়াইট-B বিউটি-I পেয়েছি। সবাই নিতে পারেন।
1529,ব্যবহার করা হোয়াইট বিউটি দিয়েছে। টাকাটাই নষ্ট।,0,ব্যবহার করা হোয়াইট-B বিউটি-I দিয়েছে। টাকাটাই নষ্ট।
1530,হোয়াইট বিউটি টা এভারেজ মানের। ব্যবহার করে দেখি।,1,হোয়াইট-B বিউটি-I টা এভারেজ মানের। ব্যবহার করে দেখি।
1531,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট বিউটি।,2,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট-B বিউটি।-I
1532,চমৎকার হোয়াইট বিউটি পেয়েছি। খুবই পছন্দ হয়েছে।,2,চমৎকার হোয়াইট-B বিউটি-I পেয়েছি। খুবই পছন্দ হয়েছে।
1533,সেরা হোয়াইট বিউটি পেয়েছি। উপকার পেয়েছি।,2,সেরা হোয়াইট-B বিউটি-I পেয়েছি। উপকার পেয়েছি।
1534,"হোয়াইট বিউটি নিয়ে নতুন কি আর বলব, ভালো তো বটেই।",2,"হোয়াইট-B বিউটি-I নিয়ে নতুন কি আর বলব, ভালো তো বটেই।"
1535,হোয়াইট বিউটি টা ঠিকঠাক। ডেলিভারি লেট ছিলো।,1,হোয়াইট-B বিউটি-I টা ঠিকঠাক। ডেলিভারি লেট ছিলো।
1536,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট বিউটি।,2,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট-B বিউটি।-I
1537,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট বিউটি।,2,দাম অনুযায়ী অনেক ভালো একটা হোয়াইট-B বিউটি।-I
1538,হোয়াইট বিউটি সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,হোয়াইট-B বিউটি-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
1539,পুরানো হোয়াইট বিউটি দিয়েছে। সেলার বাটপার।,0,পুরানো হোয়াইট-B বিউটি-I দিয়েছে। সেলার বাটপার।
1540,"হোয়াইট বিউটি টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।",1,"হোয়াইট-B বিউটি-I টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।"
1541,খুবই ভালো হোয়াইট বিউটি পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,খুবই ভালো হোয়াইট-B বিউটি-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
1542,হোয়াইট বিউটি টা মোটামুটি ভালো। খারাপ না।,1,হোয়াইট-B বিউটি-I টা মোটামুটি ভালো। খারাপ না।
1543,সুন্দর হোয়াইট বিউটি পেয়েছি। খুবই পছন্দ হয়েছে।,2,সুন্দর হোয়াইট-B বিউটি-I পেয়েছি। খুবই পছন্দ হয়েছে।
