id,review,sentiment,bio_tagged_review
1594,অরিজিনাল হোয়াইট বিউটি পেয়ে খুশি।,2,অরিজিনাল হোয়াইট-B বিউটি-I পেয়ে খুশি।
1595,দারাজকে ধন্যবাদ হোয়াইট বিউটি এর জন্য।,2,দারাজকে ধন্যবাদ হোয়াইট-B বিউটি-I এর জন্য।
1596,ঠিক আছে হোয়াইট বিউটি।,1,ঠিক আছে হোয়াইট-B বিউটি-I।
1597,হোয়াইট বিউটি এর অবস্থা মোটামুটি।,1,হোয়াইট-B বিউটি-I এর অবস্থা মোটামুটি।
1598,ঠিক আছে হোয়াইট বিউটি।,1,ঠিক আছে হোয়াইট-B বিউটি-I।
1599,"হোয়াইট বিউটি টা অসাধারণ, সবাই নিতে পারেন।",2,"হোয়াইট-B বিউটি-I টা অসাধারণ, সবাই নিতে পারেন।"
1600,ঠিক আছে হোয়াইট বিউটি।,1,ঠিক আছে হোয়াইট-B বিউটি-I।
1601,স্লিপিং মাস্ক এর মান খুব ভালো।,2,স্লিপিং-B মাস্ক-I এর মান খুব ভালো।
1602,দারাজকে ধন্যবাদ স্লিপিং মাস্ক এর জন্য।,2,দারাজকে ধন্যবাদ স্লিপিং-B মাস্ক-I এর জন্য।
1603,দারাজকে ধন্যবাদ স্লিপিং মাস্ক এর জন্য।,2,দারাজকে ধন্যবাদ স্লিপিং-B মাস্ক-I এর জন্য।
1604,"দেখলাম স্লিপিং মাস্ক, ঠিক আছে।",1,"দেখলাম স্লিপিং-B মাস্ক-I, ঠিক আছে।"
1605,হতাশ স্লিপিং মাস্ক দেখে।,0,হতাশ স্লিপিং-B মাস্ক-I দেখে।
1606,"টাকা নষ্ট, স্লিপিং মাস্ক ভালো কাজ করে না।",0,"টাকা নষ্ট, স্লিপিং-B মাস্ক-I ভালো কাজ করে না।"
1607,খুব ভালো স্লিপিং মাস্ক!,2,খুব ভালো স্লিপিং-B মাস্ক-I!
1608,"দেখলাম স্লিপিং মাস্ক, ঠিক আছে।",1,"দেখলাম স্লিপিং-B মাস্ক-I, ঠিক আছে।"
1609,স্লিপিং মাস্ক নকল মনে হচ্ছে।,0,স্লিপিং-B মাস্ক-I নকল মনে হচ্ছে।
1610,স্লিপিং মাস্ক এর অবস্থা মোটামুটি।,1,স্লিপিং-B মাস্ক-I এর অবস্থা মোটামুটি।
1611,হতাশ স্লিপিং মাস্ক দেখে।,0,হতাশ স্লিপিং-B মাস্ক-I দেখে।
1612,স্লিপিং মাস্ক এর মেয়াদ নেই।,0,স্লিপিং-B মাস্ক-I এর মেয়াদ নেই।
1613,খুব ভালো স্লিপিং মাস্ক!,2,খুব ভালো স্লিপিং-B মাস্ক-I!
1614,মাঝারি মানের স্লিপিং মাস্ক।,1,মাঝারি মানের স্লিপিং-B মাস্ক-I।
1615,মাঝারি মানের স্লিপিং মাস্ক।,1,মাঝারি মানের স্লিপিং-B মাস্ক-I।
1616,খারাপ সার্ভিস স্লিপিং মাস্ক এর জন্য।,0,খারাপ সার্ভিস স্লিপিং-B মাস্ক-I এর জন্য।
1617,"স্লিপিং মাস্ক হাতে পেয়েছি, ধন্যবাদ।",1,"স্লিপিং-B মাস্ক-I হাতে পেয়েছি, ধন্যবাদ।"
1618,স্লিপিং মাস্ক খুব খারাপ।,0,স্লিপিং-B মাস্ক-I খুব খারাপ।
1619,"স্লিপিং মাস্ক টা অসাধারণ, সবাই নিতে পারেন।",2,"স্লিপিং-B মাস্ক-I টা অসাধারণ, সবাই নিতে পারেন।"
1620,ঠিকমতো স্লিপিং মাস্ক পাইনি।,0,ঠিকমতো স্লিপিং-B মাস্ক-I পাইনি।
1621,অনেক ভালো স্লিপিং মাস্ক।,2,অনেক ভালো স্লিপিং-B মাস্ক-I।
1622,স্লিপিং মাস্ক নকল মনে হচ্ছে।,0,স্লিপিং-B মাস্ক-I নকল মনে হচ্ছে।
1623,"স্লিপিং মাস্ক এর প্যাকেট খোলা ছিল, হতাশ।",0,"স্লিপিং-B মাস্ক-I এর প্যাকেট খোলা ছিল, হতাশ।"
1624,"ধন্যবাদ, স্লিপিং মাস্ক খুব কাজে দিয়েছে।",2,"ধন্যবাদ, স্লিপিং-B মাস্ক-I খুব কাজে দিয়েছে।"
1625,অরিজিনাল স্লিপিং মাস্ক পেয়ে খুশি।,2,অরিজিনাল স্লিপিং-B মাস্ক-I পেয়ে খুশি।
1626,সাধারণ স্লিপিং মাস্ক।,1,সাধারণ স্লিপিং-B মাস্ক-I।
1627,"ধন্যবাদ, স্লিপিং মাস্ক খুব কাজে দিয়েছে।",2,"ধন্যবাদ, স্লিপিং-B মাস্ক-I খুব কাজে দিয়েছে।"
1628,স্লিপিং মাস্ক নকল মনে হচ্ছে।,0,স্লিপিং-B মাস্ক-I নকল মনে হচ্ছে।
1629,খুব ভালো স্লিপিং মাস্ক!,2,খুব ভালো স্লিপিং-B মাস্ক-I!
1630,ঠিক আছে স্লিপিং মাস্ক।,1,ঠিক আছে স্লিপিং-B মাস্ক-I।
1631,স্লিপিং মাস্ক খুব খারাপ।,0,স্লিপিং-B মাস্ক-I খুব খারাপ।
1632,স্লিপিং মাস্ক খুব খারাপ।,0,স্লিপিং-B মাস্ক-I খুব খারাপ।
1633,হতাশ স্লিপিং মাস্ক দেখে।,0,হতাশ স্লিপিং-B মাস্ক-I দেখে।
1634,খারাপ সার্ভিস স্লিপিং মাস্ক এর জন্য।,0,খারাপ সার্ভিস স্লিপিং-B মাস্ক-I এর জন্য।
1635,দারাজকে ধন্যবাদ স্লিপিং মাস্ক এর জন্য।,2,দারাজকে ধন্যবাদ স্লিপিং-B মাস্ক-I এর জন্য।
1636,হতাশ স্লিপিং মাস্ক দেখে।,0,হতাশ স্লিপিং-B মাস্ক-I দেখে।
1637,খুব ভালো স্লিপিং মাস্ক!,2,খুব ভালো স্লিপিং-B মাস্ক-I!
1638,স্লিপিং মাস্ক নকল মনে হচ্ছে।,0,স্লিপিং-B মাস্ক-I নকল মনে হচ্ছে।
1639,স্লিপিং মাস্ক এর মেয়াদ নেই।,0,স্লিপিং-B মাস্ক-I এর মেয়াদ নেই।
1640,স্লিপিং মাস্ক একদম ফালতু।,0,স্লিপিং-B মাস্ক-I একদম ফালতু।
1641,সাধারণ স্লিপিং মাস্ক।,1,সাধারণ স্লিপিং-B মাস্ক-I।
1642,স্লিপিং মাস্ক খুব খারাপ।,0,স্লিপিং-B মাস্ক-I খুব খারাপ।
1643,"টাকা নষ্ট, স্লিপিং মাস্ক ভালো কাজ করে না।",0,"টাকা নষ্ট, স্লিপিং-B মাস্ক-I ভালো কাজ করে না।"
1644,মাঝারি মানের স্লিপিং মাস্ক।,1,মাঝারি মানের স্লিপিং-B মাস্ক-I।
1645,স্লিপিং মাস্ক এর প্যাকিং ভালো।,1,স্লিপিং-B মাস্ক-I এর প্যাকিং ভালো।
1646,স্লিপিং মাস্ক খুব খারাপ।,0,স্লিপিং-B মাস্ক-I খুব খারাপ।
1647,স্লিপিং মাস্ক ব্যবহার করে জানাবো।,1,স্লিপিং-B মাস্ক-I ব্যবহার করে জানাবো।
1648,ঠিক আছে স্লিপিং মাস্ক।,1,ঠিক আছে স্লিপিং-B মাস্ক-I।
1649,সাধারণ স্লিপিং মাস্ক।,1,সাধারণ স্লিপিং-B মাস্ক-I।
1650,ঠিক আছে স্লিপিং মাস্ক।,1,ঠিক আছে স্লিপিং-B মাস্ক-I।
1651,ঠিকমতো স্লিপিং মাস্ক পাইনি।,0,ঠিকমতো স্লিপিং-B মাস্ক-I পাইনি।
1652,ঠিক আছে স্লিপিং মাস্ক।,1,ঠিক আছে স্লিপিং-B মাস্ক-I।
1653,স্লিপিং মাস্ক এর অবস্থা মোটামুটি।,1,স্লিপিং-B মাস্ক-I এর অবস্থা মোটামুটি।
1654,সাধারণ স্লিপিং মাস্ক।,1,সাধারণ স্লিপিং-B মাস্ক-I।
1655,স্লিপিং মাস্ক একদম ফালতু।,0,স্লিপিং-B মাস্ক-I একদম ফালতু।
1656,স্লিপিং মাস্ক খুব খারাপ।,0,স্লিপিং-B মাস্ক-I খুব খারাপ।
1657,ঠিকমতো স্লিপিং মাস্ক পাইনি।,0,ঠিকমতো স্লিপিং-B মাস্ক-I পাইনি।
1658,হাতে পেলাম স্লিপিং মাস্ক।,1,হাতে পেলাম স্লিপিং-B মাস্ক-I।
1659,স্লিপিং মাস্ক নকল মনে হচ্ছে।,0,স্লিপিং-B মাস্ক-I নকল মনে হচ্ছে।
1660,দারাজকে ধন্যবাদ স্লিপিং মাস্ক এর জন্য।,2,দারাজকে ধন্যবাদ স্লিপিং-B মাস্ক-I এর জন্য।
1661,ঠিক আছে স্লিপিং মাস্ক।,1,ঠিক আছে স্লিপিং-B মাস্ক-I।
1662,দাম অনুযায়ী স্লিপিং মাস্ক বেস্ট।,2,দাম অনুযায়ী স্লিপিং-B মাস্ক-I বেস্ট।
1663,অরিজিনাল স্লিপিং মাস্ক পেয়ে খুশি।,2,অরিজিনাল স্লিপিং-B মাস্ক-I পেয়ে খুশি।
1664,স্লিপিং মাস্ক এর প্যাকিং ভালো।,1,স্লিপিং-B মাস্ক-I এর প্যাকিং ভালো।
1665,হতাশ স্লিপিং মাস্ক দেখে।,0,হতাশ স্লিপিং-B মাস্ক-I দেখে।
1666,স্লিপিং মাস্ক এর মান খুব ভালো।,2,স্লিপিং-B মাস্ক-I এর মান খুব ভালো।
1667,হতাশ স্লিপিং মাস্ক দেখে।,0,হতাশ স্লিপিং-B মাস্ক-I দেখে।
1668,অনেক ভালো স্লিপিং মাস্ক।,2,অনেক ভালো স্লিপিং-B মাস্ক-I।
1669,"ডেলিভারি ঠিক ছিল, স্লিপিং মাস্ক ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, স্লিপিং-B মাস্ক-I ঠিক আছে।"
1670,স্লিপিং মাস্ক ভালো না।,0,স্লিপিং-B মাস্ক-I ভালো না।
1671,"ধন্যবাদ, স্লিপিং মাস্ক খুব কাজে দিয়েছে।",2,"ধন্যবাদ, স্লিপিং-B মাস্ক-I খুব কাজে দিয়েছে।"
1672,খুব ভালো স্লিপিং মাস্ক!,2,খুব ভালো স্লিপিং-B মাস্ক-I!
1673,দারাজকে ধন্যবাদ স্লিপিং মাস্ক এর জন্য।,2,দারাজকে ধন্যবাদ স্লিপিং-B মাস্ক-I এর জন্য।
1674,হাতে পেলাম স্লিপিং মাস্ক।,1,হাতে পেলাম স্লিপিং-B মাস্ক-I।
1675,সবাই নিতে পারেন স্লিপিং মাস্ক।,2,সবাই নিতে পারেন স্লিপিং-B মাস্ক-I।
1676,সাধারণ স্লিপিং মাস্ক।,1,সাধারণ স্লিপিং-B মাস্ক-I।
1677,খুব ভালো স্লিপিং মাস্ক!,2,খুব ভালো স্লিপিং-B মাস্ক-I!
1678,"স্লিপিং মাস্ক টা অসাধারণ, সবাই নিতে পারেন।",2,"স্লিপিং-B মাস্ক-I টা অসাধারণ, সবাই নিতে পারেন।"
1679,স্লিপিং মাস্ক ভালো না।,0,স্লিপিং-B মাস্ক-I ভালো না।
1680,স্লিপিং মাস্ক এর অবস্থা মোটামুটি।,1,স্লিপিং-B মাস্ক-I এর অবস্থা মোটামুটি।
1681,স্লিপিং মাস্ক এর প্যাকিং ভালো।,1,স্লিপিং-B মাস্ক-I এর প্যাকিং ভালো।
1682,"স্লিপিং মাস্ক এর প্যাকেট খোলা ছিল, হতাশ।",0,"স্লিপিং-B মাস্ক-I এর প্যাকেট খোলা ছিল, হতাশ।"
1683,স্লিপিং মাস্ক এর অবস্থা মোটামুটি।,1,স্লিপিং-B মাস্ক-I এর অবস্থা মোটামুটি।
1684,স্লিপিং মাস্ক এর প্যাকিং ভালো।,1,স্লিপিং-B মাস্ক-I এর প্যাকিং ভালো।
1685,ঠিকমতো স্লিপিং মাস্ক পাইনি।,0,ঠিকমতো স্লিপিং-B মাস্ক-I পাইনি।
1686,"ধন্যবাদ, স্লিপিং মাস্ক খুব কাজে দিয়েছে।",2,"ধন্যবাদ, স্লিপিং-B মাস্ক-I খুব কাজে দিয়েছে।"
1687,দারাজকে ধন্যবাদ স্লিপিং মাস্ক এর জন্য।,2,দারাজকে ধন্যবাদ স্লিপিং-B মাস্ক-I এর জন্য।
1688,মাঝারি মানের স্লিপিং মাস্ক।,1,মাঝারি মানের স্লিপিং-B মাস্ক-I।
1689,"স্লিপিং মাস্ক এর প্যাকেট খোলা ছিল, হতাশ।",0,"স্লিপিং-B মাস্ক-I এর প্যাকেট খোলা ছিল, হতাশ।"
1690,ঠিকমতো স্লিপিং মাস্ক পাইনি।,0,ঠিকমতো স্লিপিং-B মাস্ক-I পাইনি।
1691,"দেখলাম স্লিপিং মাস্ক, ঠিক আছে।",1,"দেখলাম স্লিপিং-B মাস্ক-I, ঠিক আছে।"
1692,সাধারণ স্লিপিং মাস্ক।,1,সাধারণ স্লিপিং-B মাস্ক-I।
1693,দারাজকে ধন্যবাদ স্লিপিং মাস্ক এর জন্য।,2,দারাজকে ধন্যবাদ স্লিপিং-B মাস্ক-I এর জন্য।
1694,অনেক ভালো স্লিপিং মাস্ক।,2,অনেক ভালো স্লিপিং-B মাস্ক-I।
1695,স্লিপিং মাস্ক খুব খারাপ।,0,স্লিপিং-B মাস্ক-I খুব খারাপ।
1696,স্লিপিং মাস্ক এর প্যাকিং ভালো।,1,স্লিপিং-B মাস্ক-I এর প্যাকিং ভালো।
1697,ঠিকমতো স্লিপিং মাস্ক পাইনি।,0,ঠিকমতো স্লিপিং-B মাস্ক-I পাইনি।
1698,"স্লিপিং মাস্ক টা অসাধারণ, সবাই নিতে পারেন।",2,"স্লিপিং-B মাস্ক-I টা অসাধারণ, সবাই নিতে পারেন।"
1699,স্লিপিং মাস্ক ব্যবহার করে জানাবো।,1,স্লিপিং-B মাস্ক-I ব্যবহার করে জানাবো।
1700,স্লিপিং মাস্ক নকল মনে হচ্ছে।,0,স্লিপিং-B মাস্ক-I নকল মনে হচ্ছে।
1701,"ধন্যবাদ, আলোভেরা জেল খুব কাজে দিয়েছে।",2,"ধন্যবাদ, আলোভেরা-B জেল-I খুব কাজে দিয়েছে।"
1702,খারাপ সার্ভিস আলোভেরা জেল এর জন্য।,0,খারাপ সার্ভিস আলোভেরা-B জেল-I এর জন্য।
1703,হতাশ আলোভেরা জেল দেখে।,0,হতাশ আলোভেরা-B জেল-I দেখে।
1704,অরিজিনাল আলোভেরা জেল পেয়ে খুশি।,2,অরিজিনাল আলোভেরা-B জেল-I পেয়ে খুশি।
1705,"ধন্যবাদ, আলোভেরা জেল খুব কাজে দিয়েছে।",2,"ধন্যবাদ, আলোভেরা-B জেল-I খুব কাজে দিয়েছে।"
1706,আলোভেরা জেল ব্যবহার করে জানাবো।,1,আলোভেরা-B জেল-I ব্যবহার করে জানাবো।
1707,হাতে পেলাম আলোভেরা জেল।,1,হাতে পেলাম আলোভেরা-B জেল-I।
1708,খারাপ সার্ভিস আলোভেরা জেল এর জন্য।,0,খারাপ সার্ভিস আলোভেরা-B জেল-I এর জন্য।
1709,"দেখলাম আলোভেরা জেল, ঠিক আছে।",1,"দেখলাম আলোভেরা-B জেল-I, ঠিক আছে।"
1710,"আলোভেরা জেল হাতে পেয়েছি, ধন্যবাদ।",1,"আলোভেরা-B জেল-I হাতে পেয়েছি, ধন্যবাদ।"
1711,"আলোভেরা জেল টা অসাধারণ, সবাই নিতে পারেন।",2,"আলোভেরা-B জেল-I টা অসাধারণ, সবাই নিতে পারেন।"
1712,আলোভেরা জেল একদম ফালতু।,0,আলোভেরা-B জেল-I একদম ফালতু।
1713,"টাকা নষ্ট, আলোভেরা জেল ভালো কাজ করে না।",0,"টাকা নষ্ট, আলোভেরা-B জেল-I ভালো কাজ করে না।"
1714,সবাই নিতে পারেন আলোভেরা জেল।,2,সবাই নিতে পারেন আলোভেরা-B জেল-I।
1715,হাতে পেলাম আলোভেরা জেল।,1,হাতে পেলাম আলোভেরা-B জেল-I।
1716,"আলোভেরা জেল এর প্যাকেট খোলা ছিল, হতাশ।",0,"আলোভেরা-B জেল-I এর প্যাকেট খোলা ছিল, হতাশ।"
1717,আলোভেরা জেল খুব খারাপ।,0,আলোভেরা-B জেল-I খুব খারাপ।
1718,"ধন্যবাদ, আলোভেরা জেল খুব কাজে দিয়েছে।",2,"ধন্যবাদ, আলোভেরা-B জেল-I খুব কাজে দিয়েছে।"
1719,খুব ভালো আলোভেরা জেল!,2,খুব ভালো আলোভেরা-B জেল-I!
1720,অরিজিনাল আলোভেরা জেল পেয়ে খুশি।,2,অরিজিনাল আলোভেরা-B জেল-I পেয়ে খুশি।
1721,আলোভেরা জেল ভালো না।,0,আলোভেরা-B জেল-I ভালো না।
1722,আলোভেরা জেল ব্যবহার করে জানাবো।,1,আলোভেরা-B জেল-I ব্যবহার করে জানাবো।
1723,হতাশ আলোভেরা জেল দেখে।,0,হতাশ আলোভেরা-B জেল-I দেখে।
1724,আলোভেরা জেল নকল মনে হচ্ছে।,0,আলোভেরা-B জেল-I নকল মনে হচ্ছে।
1725,হতাশ আলোভেরা জেল দেখে।,0,হতাশ আলোভেরা-B জেল-I দেখে।
1726,আলোভেরা জেল এর মেয়াদ নেই।,0,আলোভেরা-B জেল-I এর মেয়াদ নেই।
1727,দাম অনুযায়ী আলোভেরা জেল বেস্ট।,2,দাম অনুযায়ী আলোভেরা-B জেল-I বেস্ট।
1728,আলোভেরা জেল এর মান খুব ভালো।,2,আলোভেরা-B জেল-I এর মান খুব ভালো।
1729,খারাপ সার্ভিস আলোভেরা জেল এর জন্য।,0,খারাপ সার্ভিস আলোভেরা-B জেল-I এর জন্য।
1730,আলোভেরা জেল এর মেয়াদ নেই।,0,আলোভেরা-B জেল-I এর মেয়াদ নেই।
1731,আলোভেরা জেল এর মান খুব ভালো।,2,আলোভেরা-B জেল-I এর মান খুব ভালো।
1732,আলোভেরা জেল এর প্যাকিং ভালো।,1,আলোভেরা-B জেল-I এর প্যাকিং ভালো।
1733,সবাই নিতে পারেন আলোভেরা জেল।,2,সবাই নিতে পারেন আলোভেরা-B জেল-I।
1734,আলোভেরা জেল খুব খারাপ।,0,আলোভেরা-B জেল-I খুব খারাপ।
1735,আলোভেরা জেল এর মান খুব ভালো।,2,আলোভেরা-B জেল-I এর মান খুব ভালো।
1736,"আলোভেরা জেল এর প্যাকেট খোলা ছিল, হতাশ।",0,"আলোভেরা-B জেল-I এর প্যাকেট খোলা ছিল, হতাশ।"
1737,খুব ভালো আলোভেরা জেল!,2,খুব ভালো আলোভেরা-B জেল-I!
1738,সাধারণ আলোভেরা জেল।,1,সাধারণ আলোভেরা-B জেল-I।
1739,আলোভেরা জেল ভালো না।,0,আলোভেরা-B জেল-I ভালো না।
1740,খুব ভালো আলোভেরা জেল!,2,খুব ভালো আলোভেরা-B জেল-I!
1741,খারাপ সার্ভিস আলোভেরা জেল এর জন্য।,0,খারাপ সার্ভিস আলোভেরা-B জেল-I এর জন্য।
1742,আলোভেরা জেল এর অবস্থা মোটামুটি।,1,আলোভেরা-B জেল-I এর অবস্থা মোটামুটি।
1743,সাধারণ আলোভেরা জেল।,1,সাধারণ আলোভেরা-B জেল-I।
1744,অরিজিনাল আলোভেরা জেল পেয়ে খুশি।,2,অরিজিনাল আলোভেরা-B জেল-I পেয়ে খুশি।
1745,খারাপ সার্ভিস আলোভেরা জেল এর জন্য।,0,খারাপ সার্ভিস আলোভেরা-B জেল-I এর জন্য।
1746,আলোভেরা জেল খুব খারাপ।,0,আলোভেরা-B জেল-I খুব খারাপ।
1747,আলোভেরা জেল এর মান খুব ভালো।,2,আলোভেরা-B জেল-I এর মান খুব ভালো।
1748,"আলোভেরা জেল টা অসাধারণ, সবাই নিতে পারেন।",2,"আলোভেরা-B জেল-I টা অসাধারণ, সবাই নিতে পারেন।"
1749,"টাকা নষ্ট, আলোভেরা জেল ভালো কাজ করে না।",0,"টাকা নষ্ট, আলোভেরা-B জেল-I ভালো কাজ করে না।"
1750,"ডেলিভারি ঠিক ছিল, আলোভেরা জেল ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, আলোভেরা-B জেল-I ঠিক আছে।"
1751,"আলোভেরা জেল টা অসাধারণ, সবাই নিতে পারেন।",2,"আলোভেরা-B জেল-I টা অসাধারণ, সবাই নিতে পারেন।"
1752,আলোভেরা জেল খুব ভালো কাজ করে।,2,আলোভেরা-B জেল-I খুব ভালো কাজ করে।
1753,আলোভেরা জেল খুব ভালো কাজ করে।,2,আলোভেরা-B জেল-I খুব ভালো কাজ করে।
1754,খারাপ সার্ভিস আলোভেরা জেল এর জন্য।,0,খারাপ সার্ভিস আলোভেরা-B জেল-I এর জন্য।
1755,"আলোভেরা জেল হাতে পেয়েছি, ধন্যবাদ।",1,"আলোভেরা-B জেল-I হাতে পেয়েছি, ধন্যবাদ।"
1756,মাঝারি মানের আলোভেরা জেল।,1,মাঝারি মানের আলোভেরা-B জেল-I।
1757,আলোভেরা জেল এর মেয়াদ নেই।,0,আলোভেরা-B জেল-I এর মেয়াদ নেই।
1758,অনেক ভালো আলোভেরা জেল।,2,অনেক ভালো আলোভেরা-B জেল-I।
1759,অরিজিনাল আলোভেরা জেল পেয়ে খুশি।,2,অরিজিনাল আলোভেরা-B জেল-I পেয়ে খুশি।
1760,আলোভেরা জেল নকল মনে হচ্ছে।,0,আলোভেরা-B জেল-I নকল মনে হচ্ছে।
1761,"ডেলিভারি ঠিক ছিল, আলোভেরা জেল ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, আলোভেরা-B জেল-I ঠিক আছে।"
1762,আলোভেরা জেল এর মান খুব ভালো।,2,আলোভেরা-B জেল-I এর মান খুব ভালো।
1763,"আলোভেরা জেল টা অসাধারণ, সবাই নিতে পারেন।",2,"আলোভেরা-B জেল-I টা অসাধারণ, সবাই নিতে পারেন।"
1764,হতাশ আলোভেরা জেল দেখে।,0,হতাশ আলোভেরা-B জেল-I দেখে।
1765,আলোভেরা জেল এর অবস্থা মোটামুটি।,1,আলোভেরা-B জেল-I এর অবস্থা মোটামুটি।
1766,আলোভেরা জেল এর প্যাকিং ভালো।,1,আলোভেরা-B জেল-I এর প্যাকিং ভালো।
1767,মাঝারি মানের আলোভেরা জেল।,1,মাঝারি মানের আলোভেরা-B জেল-I।
1768,সাধারণ আলোভেরা জেল।,1,সাধারণ আলোভেরা-B জেল-I।
1769,দারাজকে ধন্যবাদ আলোভেরা জেল এর জন্য।,2,দারাজকে ধন্যবাদ আলোভেরা-B জেল-I এর জন্য।
1770,আলোভেরা জেল নকল মনে হচ্ছে।,0,আলোভেরা-B জেল-I নকল মনে হচ্ছে।
1771,"আলোভেরা জেল এর প্যাকেট খোলা ছিল, হতাশ।",0,"আলোভেরা-B জেল-I এর প্যাকেট খোলা ছিল, হতাশ।"
1772,দারাজকে ধন্যবাদ আলোভেরা জেল এর জন্য।,2,দারাজকে ধন্যবাদ আলোভেরা-B জেল-I এর জন্য।
1773,আলোভেরা জেল এর প্যাকিং ভালো।,1,আলোভেরা-B জেল-I এর প্যাকিং ভালো।
1774,অনেক ভালো আলোভেরা জেল।,2,অনেক ভালো আলোভেরা-B জেল-I।
1775,দারাজকে ধন্যবাদ আলোভেরা জেল এর জন্য।,2,দারাজকে ধন্যবাদ আলোভেরা-B জেল-I এর জন্য।
1776,ঠিক আছে আলোভেরা জেল।,1,ঠিক আছে আলোভেরা-B জেল-I।
1777,"ডেলিভারি ঠিক ছিল, আলোভেরা জেল ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, আলোভেরা-B জেল-I ঠিক আছে।"
1778,দাম অনুযায়ী আলোভেরা জেল বেস্ট।,2,দাম অনুযায়ী আলোভেরা-B জেল-I বেস্ট।
1779,আলোভেরা জেল এর মেয়াদ নেই।,0,আলোভেরা-B জেল-I এর মেয়াদ নেই।
1780,সাধারণ আলোভেরা জেল।,1,সাধারণ আলোভেরা-B জেল-I।
1781,"আলোভেরা জেল টা অসাধারণ, সবাই নিতে পারেন।",2,"আলোভেরা-B জেল-I টা অসাধারণ, সবাই নিতে পারেন।"
1782,আলোভেরা জেল এর অবস্থা মোটামুটি।,1,আলোভেরা-B জেল-I এর অবস্থা মোটামুটি।
1783,আলোভেরা জেল এর মেয়াদ নেই।,0,আলোভেরা-B জেল-I এর মেয়াদ নেই।
1784,আলোভেরা জেল এর অবস্থা মোটামুটি।,1,আলোভেরা-B জেল-I এর অবস্থা মোটামুটি।
1785,খুব ভালো আলোভেরা জেল!,2,খুব ভালো আলোভেরা-B জেল-I!
1786,"ধন্যবাদ, আলোভেরা জেল খুব কাজে দিয়েছে।",2,"ধন্যবাদ, আলোভেরা-B জেল-I খুব কাজে দিয়েছে।"
1787,আলোভেরা জেল ব্যবহার করে জানাবো।,1,আলোভেরা-B জেল-I ব্যবহার করে জানাবো।
1788,হাতে পেলাম আলোভেরা জেল।,1,হাতে পেলাম আলোভেরা-B জেল-I।
1789,"আলোভেরা জেল এর প্যাকেট খোলা ছিল, হতাশ।",0,"আলোভেরা-B জেল-I এর প্যাকেট খোলা ছিল, হতাশ।"
1790,খারাপ সার্ভিস আলোভেরা জেল এর জন্য।,0,খারাপ সার্ভিস আলোভেরা-B জেল-I এর জন্য।
1791,"আলোভেরা জেল টা অসাধারণ, সবাই নিতে পারেন।",2,"আলোভেরা-B জেল-I টা অসাধারণ, সবাই নিতে পারেন।"
1792,সাধারণ আলোভেরা জেল।,1,সাধারণ আলোভেরা-B জেল-I।
1793,"আলোভেরা জেল হাতে পেয়েছি, ধন্যবাদ।",1,"আলোভেরা-B জেল-I হাতে পেয়েছি, ধন্যবাদ।"
1794,অরিজিনাল আলোভেরা জেল পেয়ে খুশি।,2,অরিজিনাল আলোভেরা-B জেল-I পেয়ে খুশি।
1795,মাঝারি মানের আলোভেরা জেল।,1,মাঝারি মানের আলোভেরা-B জেল-I।
1796,আলোভেরা জেল ভালো না।,0,আলোভেরা-B জেল-I ভালো না।
1797,অনেক ভালো আলোভেরা জেল।,2,অনেক ভালো আলোভেরা-B জেল-I।
1798,"আলোভেরা জেল এর প্যাকেট খোলা ছিল, হতাশ।",0,"আলোভেরা-B জেল-I এর প্যাকেট খোলা ছিল, হতাশ।"
1799,খুব ভালো আলোভেরা জেল!,2,খুব ভালো আলোভেরা-B জেল-I!
1800,ঠিক আছে আলোভেরা জেল।,1,ঠিক আছে আলোভেরা-B জেল-I।
1801,কটন প্যাড ভালো না।,0,কটন-B প্যাড-I ভালো না।
1802,ঠিক আছে কটন প্যাড।,1,ঠিক আছে কটন-B প্যাড-I।
1803,ঠিকমতো কটন প্যাড পাইনি।,0,ঠিকমতো কটন-B প্যাড-I পাইনি।
1804,অরিজিনাল কটন প্যাড পেয়ে খুশি।,2,অরিজিনাল কটন-B প্যাড-I পেয়ে খুশি।
1805,দাম অনুযায়ী কটন প্যাড বেস্ট।,2,দাম অনুযায়ী কটন-B প্যাড-I বেস্ট।
1806,কটন প্যাড এর প্যাকিং ভালো।,1,কটন-B প্যাড-I এর প্যাকিং ভালো।
1807,অরিজিনাল কটন প্যাড পেয়ে খুশি।,2,অরিজিনাল কটন-B প্যাড-I পেয়ে খুশি।
1808,সবাই নিতে পারেন কটন প্যাড।,2,সবাই নিতে পারেন কটন-B প্যাড-I।
1809,কটন প্যাড নকল মনে হচ্ছে।,0,কটন-B প্যাড-I নকল মনে হচ্ছে।
1810,ঠিকমতো কটন প্যাড পাইনি।,0,ঠিকমতো কটন-B প্যাড-I পাইনি।
1811,"কটন প্যাড এর প্যাকেট খোলা ছিল, হতাশ।",0,"কটন-B প্যাড-I এর প্যাকেট খোলা ছিল, হতাশ।"
1812,কটন প্যাড ভালো না।,0,কটন-B প্যাড-I ভালো না।
